customer_id,recency,frequency,monetary_total,monetary_avg,monetary_std,monetary_variance
12394.0,64,27,91.00999999999999,3.3707407407407404,4.237259569694623,17.95436866096866
12395.0,16,257,920.24,3.5807003891050586,4.750580833702225,22.568018257538924
12396.0,674,65,149.46,2.2993846153846156,2.173970213775849,4.726146490384611
12397.0,36,126,437.0,3.4682539682539684,3.907965829812759,15.272196926984124
12398.0,46,85,169.38,1.992705882352941,4.418517955646412,19.52330092436975
12399.0,119,110,224.56,2.0414545454545454,3.48786778965293,12.165221718098417
12400.0,414,11,32.05,2.9136363636363636,1.3937522931085906,1.9425454545454546
12401.0,303,5,48.4,9.68,4.7015423001393915,22.104499999999998
12402.0,323,71,244.1,3.4380281690140846,4.001111138427964,16.008890342052318
12403.0,50,10,81.93,8.193000000000001,6.782036813032891,45.99602333333334
12404.0,682,1,63.24,63.24,0.0,0.0
12405.0,149,54,191.39000000000001,3.5442592592592597,5.52973560453343,30.5779758560447
12406.0,22,170,472.46,2.779176470588235,2.8265443856306467,7.98935316394013
12407.0,50,77,251.59,3.2674025974025973,4.190483392100111,17.560151059466854
12408.0,33,170,529.03,3.111941176470588,4.256670407149137,18.119242955099203
12409.0,79,272,879.67,3.234080882352941,3.8415735985388975,14.757687712991094
12410.0,301,42,252.84,6.0200000000000005,8.358734295597047,69.86843902439027
12411.0,410,22,74.7,3.3954545454545455,2.618974221718491,6.8590259740259745
12412.0,75,131,337.41,2.575648854961832,3.6356578283688155,13.218007844979452
12413.0,67,53,328.99,6.207358490566038,6.360005488309012,40.44966981132075
12414.0,217,37,631.34,17.063243243243242,36.53770039699132,1335.0035503002996
12415.0,24,990,3151.84,3.1836767676767677,14.151857524791135,200.27507140198747
12416.0,657,11,16.88,1.5345454545454544,0.5739401299153708,0.3294072727272727
12417.0,3,381,2094.56,5.49753280839895,5.444055589849184,29.63774126536815
12418.0,113,103,345.48,3.3541747572815535,3.0078946856146267,9.047430439748714
12419.0,386,25,126.09,5.0436000000000005,7.8763849999010755,62.03744066666667
12420.0,64,29,136.51,4.707241379310345,4.092508745563326,16.74862783251231
12421.0,16,67,312.14,4.6588059701492535,7.865215811712498,61.86161976481229
12422.0,96,176,2845.02,16.164886363636363,81.34596773912999,6617.166467415577
12423.0,1,166,490.94,2.9574698795180723,3.995669123127128,15.965371741511511
12424.0,163,97,222.5,2.2938144329896906,1.8712353558205477,3.501521756872852
12425.0,78,95,228.19,2.402,1.9820355966488041,3.928465106382981
12426.0,195,82,296.81,3.6196341463414634,3.4393580527644874,11.829183815115925
12427.0,12,45,210.42,4.676,4.8884922382710565,23.897356363636362
12428.0,26,300,1418.79,4.7293,16.88825801276395,285.2132587056857
12429.0,9,174,577.32,3.317931034482759,3.739291187486159,13.98229858481165
12430.0,43,11,68.48,6.225454545454546,11.685803663964549,136.55800727272728
12431.0,36,413,1580.53,3.826949152542373,2.9775361042752495,8.86572125226263
12432.0,43,108,1139.49,10.550833333333333,67.34581983190773,4535.459448831777
12433.0,1,707,1649.6100000000001,2.3332531824611036,6.079956891630057,36.96587580407982
12434.0,85,74,266.25,3.597972972972973,2.9756458857894525,8.854468437615695
12435.0,80,112,417.66,3.729107142857143,3.625272789629465,13.142602799227804
12436.0,100,16,84.28,5.2675,9.468541950409612,89.65328666666667
12437.0,2,583,2003.68,3.436843910806175,4.500853258699989,20.257680056350306
12438.0,14,98,381.7,3.894897959183673,5.982946080645666,35.795643803913336
12439.0,683,75,271.46,3.6194666666666664,2.6440002930312905,6.99073754954955
12440.0,457,35,189.79,5.422571428571429,9.018370578943832,81.33100789915972
12441.0,367,22,81.42,3.700909090909091,4.83954632770559,23.421208658008663
12442.0,3,12,40.08,3.34,7.822651259469051,61.19387272727273
12443.0,732,21,123.28,5.87047619047619,8.782732761612685,77.13639476190478
12444.0,21,177,1119.1299999999999,6.32276836158192,7.0508972444448945,49.71515195172061
12445.0,22,25,91.54,3.6616000000000004,5.287741074094558,27.960205666666667
12446.0,58,58,248.1,4.277586206896552,3.6684320998739177,13.45739407138536
12447.0,243,26,92.93,3.5742307692307693,3.2914217877104996,10.83345738461538
12448.0,44,22,130.94,5.951818181818182,14.41783473485386,207.8739584415585
12449.0,22,201,732.62,3.6448756218905474,3.2719524919308864,10.705673109452738
12450.0,156,40,90.48,2.262,2.236934945124231,5.003877948717947
12451.0,11,514,1229.25,2.3915369649805447,3.327740713594663,11.073858256915516
12452.0,17,23,99.67,4.3334782608695654,8.071495641901393,65.14904189723318
12453.0,134,43,102.91,2.393255813953488,1.773552690868479,3.145489147286823
12454.0,53,72,581.72,8.079444444444444,26.33689694197252,693.6321405320814
12455.0,73,227,888.71,3.915022026431718,5.115893366083877,26.17236493314102
12456.0,44,129,461.37,3.5765116279069766,6.24577252667289,39.00967445494185
12457.0,58,93,520.65,5.598387096774193,8.220160038948064,67.57103106591865
12458.0,71,84,333.05,3.9648809523809527,8.059195674843487,64.95063492541597
12459.0,605,23,95.42,4.148695652173913,6.170339098054518,38.073084584980236
12460.0,456,18,78.86,4.381111111111111,4.159961663976199,17.30528104575163
12461.0,94,35,149.06,4.258857142857143,6.7180414562879385,45.13208100840337
12462.0,2,72,332.42,4.616944444444445,5.299699337442894,28.086813067292645
12463.0,46,88,269.91,3.067159090909091,4.036412982773518,16.292629767502607
12464.0,10,29,343.15,11.832758620689654,4.752729964791456,22.588442118226595
12465.0,8,51,138.02,2.706274509803922,3.099891585707032,9.609327843137258
12466.0,682,1,56.73,56.73,0.0,0.0
12467.0,386,18,29.12,1.6177777777777778,1.2699863619256406,1.6128653594771243
12468.0,143,163,456.8,2.8024539877300616,3.4968024356695318,12.22762727410437
12469.0,523,76,227.97,2.999605263157895,2.8094770288148996,7.893161175438596
12470.0,690,23,90.35,3.928260869565217,3.9429979966493804,15.547233201581028
12471.0,2,1298,5030.59,3.875647149460709,10.189526616330852,103.82645266491487
12472.0,31,1049,2527.05,2.409008579599619,3.074129642996408,9.450273061949222
12473.0,29,179,2437.84,13.619217877094973,72.57080810678966,5266.522189272488
12474.0,17,764,2297.93,3.007761780104712,4.506854815846553,20.311740331119264
12475.0,54,61,188.72,3.0937704918032787,3.3317503727692577,11.100560546448088
12476.0,1,564,2558.41,4.536187943262411,4.438660548778076,19.70170746727889
12477.0,23,572,2378.09,4.157500000000001,2.992763462689242,8.956633143607702
12478.0,4,36,163.36,4.537777777777778,7.282563563985697,53.035732063492055
12479.0,4,35,91.42999999999999,2.612285714285714,3.5234275472432053,12.41454168067227
12480.0,28,245,804.69,3.284448979591837,3.6541327661978844,13.352686273001003
12481.0,23,395,1550.8600000000001,3.926227848101266,15.743291995048374,247.8512428413542
12482.0,450,207,3823.63,18.471642512077295,119.67777078718514,14322.768820590025
12483.0,17,148,1047.57,7.078175675675675,12.472632355428823,155.56655787368996
12484.0,33,484,1509.84,3.119504132231405,3.7164301647892097,13.811853169755153
12485.0,529,34,81.96,2.4105882352941173,2.404980868287125,5.783932976827094
12486.0,432,49,201.07999999999998,4.103673469387755,5.975999112379156,35.71256539115645
12487.0,731,3,4.85,1.6166666666666665,0.8621678104251708,0.7433333333333332
12488.0,10,55,205.41,3.7347272727272727,3.838459304414967,14.73376983164983
12489.0,336,15,88.62,5.908,5.402178396588863,29.18353142857142
12490.0,5,463,1322.49,2.856349892008639,4.24256720332315,17.999376474713213
12491.0,39,26,87.8,3.376923076923077,3.657081644405297,13.374246153846151
12492.0,63,42,136.95,3.2607142857142852,4.601695547988404,21.1756019163763
12493.0,166,23,111.75,4.858695652173913,6.03849492411947,36.4634209486166
12494.0,10,122,513.93,4.212540983606557,4.95757564742681,24.577556299959358
12495.0,635,19,114.0,6.0,8.720123597493075,76.04055555555556
12496.0,620,13,28.02,2.1553846153846155,1.1694914520466817,1.367710256410256
12497.0,82,58,143.68,2.477241379310345,5.563791081975648,30.95577120387175
12498.0,21,23,96.55,4.197826086956522,4.627646129043596,21.415108695652176
12499.0,560,27,62.9,2.3296296296296295,3.529482944788069,12.457249857549858
12500.0,23,156,748.61,4.798782051282052,5.316808567716191,28.268453345740298
12501.0,315,160,387.32,2.42075,2.72932745649544,7.449228364779869
12502.0,96,147,944.51,6.425238095238095,5.622699022021137,31.614744292237447
12503.0,338,3,1357.6,452.5333333333333,594.3144397819502,353209.6533333333
12504.0,18,26,186.3,7.165384615384616,6.0025456138336715,36.03055384615385
12505.0,301,47,209.25,4.452127659574468,5.032545788543163,25.326517113783527
12506.0,233,23,73.5,3.1956521739130435,2.086586656124731,4.3538438735177865
12507.0,134,51,205.47,4.028823529411764,6.687111976648461,44.71746658823528
12508.0,26,69,118.71000000000001,1.7204347826086959,1.3087852863748133,1.712918925831202
12509.0,284,7,38.95,5.564285714285715,6.200720004276001,38.448928571428574
12510.0,143,154,3378.83,21.940454545454546,108.44421170088341,11760.14705142602
12511.0,415,194,668.83,3.447577319587629,3.3648666037199875,11.322327260830082
12512.0,66,34,87.7,2.5794117647058825,1.7431353520639108,3.038520855614974
12513.0,85,36,80.57,2.2380555555555555,3.435516862294684,11.80277611111111
12514.0,267,84,227.44,2.7076190476190476,2.8179188334517327,7.940666551921974
12515.0,353,16,108.5,6.78125,8.590690212860276,73.79995833333332
12516.0,78,74,165.2,2.2324324324324323,3.8537712576554135,14.851552906330987
12517.0,28,286,671.48,2.347832167832168,2.376209465591177,5.646371424365107
12518.0,1,124,351.81,2.837177419354839,3.6379225646174267,13.234480586152635
12519.0,64,42,132.47,3.154047619047619,3.806270858903194,14.487697851335657
12520.0,79,155,526.09,3.3941290322580646,4.058768411994407,16.473601022203603
12521.0,143,38,113.84,2.995789473684211,3.672131446433556,13.484549359886202
12522.0,39,12,60.010000000000005,5.0008333333333335,6.2780779605535235,39.41426287878789
12523.0,2,265,1220.54,4.605811320754717,4.781662039312762,22.86429185820468
12524.0,9,242,769.68,3.180495867768595,4.414617148334939,19.488844566372908
12525.0,491,77,284.46,3.694285714285714,3.4246161631139995,11.727995864661652
12526.0,1,71,238.12,3.3538028169014087,3.8720357754387633,14.992661046277664
12527.0,82,32,82.93,2.5915625,3.641005806956413,13.25692328629032
12528.0,9,95,512.34,5.393052631578947,5.177899860492239,26.81064696528555
12529.0,523,23,68.56,2.9808695652173913,2.6982450745277826,7.280526482213439
12530.0,60,162,556.82,3.437160493827161,5.030554773394185,25.306481328119016
12531.0,15,133,342.31,2.573759398496241,3.415349620841394,11.664613032581453
12532.0,30,16,59.17,3.698125,4.240866607585451,17.984949583333332
12533.0,619,90,298.62,3.318,3.613275211329603,13.055757752808987
12534.0,131,63,191.23,3.035396825396825,3.874186210238566,15.009318791602663
12535.0,92,34,151.35,4.451470588235294,2.4032643612423965,5.775679590017824
12536.0,8,273,13255.220000000001,48.55391941391942,434.3035806589495,188619.60017318465
12537.0,409,43,125.68,2.9227906976744187,6.081850566422391,36.98890631229236
12538.0,29,34,130.18,3.828823529411765,3.501338934115177,12.259374331550802
12539.0,22,505,3619.52,7.1673663366336635,76.2728975611616,5817.554902375451
12540.0,20,775,3062.24,3.9512774193548386,5.989233453317678,35.8709173583396
12541.0,30,52,188.02,3.615769230769231,6.538233660300138,42.748499396681744
12542.0,484,45,141.74,3.149777777777778,3.6864188639388287,13.589684040404045
12543.0,448,43,112.37,2.6132558139534883,4.47902344848168,20.06165105204872
12544.0,30,20,82.27000000000001,4.1135,5.83759257787516,34.07748710526316
12545.0,75,50,201.19,4.0238,5.751137914023836,33.07558730612244
12546.0,47,70,222.0,3.1714285714285713,4.650117743784119,21.623595031055903
12547.0,198,21,103.67,4.9366666666666665,9.663318960550423,93.37973333333332
12548.0,166,5,33.6,6.720000000000001,11.896196871269407,141.51950000000002
12549.0,576,49,80.78999999999999,1.6487755102040815,1.0314908964153562,1.0639734693877552
12550.0,79,57,176.15,3.0903508771929826,4.153826963911146,17.25427844611529
12551.0,358,10,16.8,1.6800000000000002,0.3198958163736021,0.10233333333333335
12552.0,39,20,182.31,9.1155,8.446038295836507,71.33556289473685
12553.0,8,244,846.19,3.467991803278689,4.227550982374371,17.87218730857451
12554.0,449,26,99.43,3.8242307692307693,5.441984324179497,29.615193384615377
12555.0,682,1,129.23,129.23,0.0,0.0
12556.0,50,121,322.14,2.6623140495867768,2.4830518051820087,6.165546267217632
12557.0,16,58,126.06,2.173448275862069,1.014513195376712,1.0292370235934665
12558.0,2,22,27.5,1.25,0.7452196863693156,0.555352380952381
12559.0,311,22,87.28,3.9672727272727273,4.737493994787682,22.44384935064935
12560.0,5,111,315.8,2.8450450450450453,3.0783900378647964,9.476485225225222
12561.0,303,16,47.43,2.964375,2.6427611034673566,6.9841862500000005
12562.0,8,207,675.99,3.2656521739130437,4.008795479794158,16.070441198818077
12563.0,409,13,50.98,3.921538461538461,7.318453668813111,53.55976410256409
12564.0,261,21,117.1,5.576190476190476,5.1997023724348646,27.036904761904758
12565.0,282,10,24.11,2.411,1.3851309605152062,1.9185877777777778
12566.0,73,20,79.12,3.9560000000000004,4.586946467393841,21.04007789473684
12567.0,23,658,2375.28,3.6098480243161095,4.270313863684032,18.23558049437204
12568.0,645,5,31.17,6.234,7.835338537676594,61.39252999999999
12569.0,2,191,1061.65,5.558376963350786,6.150364814536417,37.826987351887574
12570.0,682,1,77.52,77.52,0.0,0.0
12571.0,40,34,44.9,1.3205882352941176,1.011404487548456,1.0229390374331548
12572.0,9,62,269.37,4.344677419354839,4.337340243287254,18.812520386039132
12573.0,227,119,263.39,2.213361344537815,1.695675595229171,2.875315724255804
12574.0,316,11,57.2,5.2,4.811496648653098,23.150499999999997
12575.0,457,38,135.67000000000002,3.5702631578947375,4.205159949294024,17.683370199146516
12576.0,36,147,390.93,2.659387755102041,4.464757003694693,19.934055102040812
12577.0,35,303,558.06,1.8417821782178216,1.6363349832971632,2.6775921775621274
12578.0,21,181,555.58,3.0695027624309397,4.218513992739242,17.795860306936778
12579.0,73,31,116.77,3.766774193548387,4.9695589254961545,24.696515913978494
12580.0,247,58,151.19,2.6067241379310344,3.127677456746815,9.782366273442223
12581.0,40,15,43.39,2.8926666666666665,4.783782822750014,22.884578095238094
12582.0,239,103,397.12,3.8555339805825244,5.8336040936862705,34.03093672187321
12583.0,3,471,1477.36,3.1366454352441613,4.2675966378487615,18.212381063378054
12584.0,4,126,938.1,7.445238095238095,4.599490008996339,21.155308342857143
12585.0,234,97,339.25,3.497422680412371,4.269983235318016,18.232756829896907
12586.0,17,96,498.42,5.1918750000000005,4.088537072687106,16.71613539473685
12587.0,8,4,46.24,11.56,18.96,359.4816
12588.0,39,48,340.22,7.0879166666666675,10.722610224915433,114.974370035461
12589.0,29,212,2846.37,13.42627358490566,102.03704142389134,10411.557822540917
12590.0,190,72,726.5600000000001,10.091111111111111,61.32632294595843,3760.9178860719876
12591.0,317,69,299.4,4.339130434782608,6.021162858942868,36.25440217391306
12592.0,92,84,2307.48,27.47,129.89959009182476,16873.903506024097
12593.0,109,21,55.7,2.6523809523809527,3.552234373970705,12.618369047619046
12594.0,38,202,630.37,3.1206435643564356,4.915922761668427,24.166296598689737
12595.0,505,19,60.62,3.1905263157894734,4.297665352884066,18.469927485380126
12596.0,51,27,118.95,4.405555555555556,7.284226020515064,53.05994871794872
12597.0,19,214,852.51,3.983691588785047,5.024544350745148,25.246045932604982
12598.0,10,211,589.53,2.7939810426540284,3.536185768609321,12.504609790115095
12599.0,29,133,369.11,2.775263157894737,5.130488277747262,26.32190996810207
12600.0,29,140,852.06,6.086142857142857,5.737039517511466,32.91362242548819
12601.0,190,35,238.76,6.821714285714285,8.599516910410548,73.95169109243697
12602.0,59,12,23.65,1.9708333333333332,3.2348793945013923,10.464444696969695
12603.0,22,3,28.95,9.65,9.07014332852574,82.26749999999998
12604.0,79,16,41.46,2.59125,4.249428000723549,18.05763833333334
12605.0,365,82,179.82999999999998,2.1930487804878047,3.2964716225207997,10.866725158084915
12606.0,682,1,21.0,21.0,0.0,0.0
12607.0,58,202,435.86,2.1577227722772276,2.26725374948493,5.140439564553473
12608.0,405,16,26.04,1.6275,0.8459117369245248,0.7155666666666665
12609.0,78,176,708.52,4.025681818181818,4.270573944820745,18.23780181818182
12610.0,23,111,545.77,4.9168468468468465,7.533204193554389,56.749165421785435
12611.0,52,65,173.88,2.675076923076923,2.4268756425938647,5.889725384615383
12612.0,58,21,94.24000000000001,4.487619047619048,3.820316616148333,14.594819047619048
12613.0,31,347,1032.3,2.97492795389049,3.114565758614922,9.700519864736544
12614.0,278,20,112.2,5.61,2.6762896546878987,7.162526315789472
12615.0,2,278,890.14,3.2019424460431654,3.7413732064042704,13.99787346959977
12616.0,85,59,231.85,3.9296610169491526,4.357030769284124,18.98371712448861
12617.0,29,42,79.92999999999999,1.903095238095238,1.9604995482053436,3.8435584785133563
12618.0,22,11,73.02000000000001,6.6381818181818195,11.34644950474096,128.74191636363636
12619.0,16,105,1056.05,10.057619047619047,53.358542995688246,2847.1341106227114
12620.0,15,92,197.6,2.1478260869565218,2.6354188632561804,6.945432584806498
12621.0,2,786,2412.46,3.0692875318066157,3.842088703607989,14.761645606392118
12622.0,232,11,63.13,5.739090909090909,5.908300017002276,34.90800909090909
12623.0,276,176,549.31,3.121079545454545,3.8392278203427206,14.739670256493516
12624.0,106,38,147.14,3.8721052631578945,4.438456730754774,19.69989815078236
12625.0,212,188,446.35,2.3742021276595744,3.5547821073286174,12.636475830583686
12626.0,23,307,872.0,2.8403908794788273,3.5047817723148658,12.283495271550532
12627.0,11,230,675.72,2.937913043478261,3.4431528142749084,11.855301302449222
12628.0,4,43,158.14,3.677674418604651,4.390315010505838,19.274865891472878
12629.0,386,45,179.9,3.997777777777778,8.607695787356612,74.09242676767676
12630.0,10,64,287.13,4.48640625,7.17875157541669,51.534474181547616
12631.0,57,186,578.52,3.1103225806451613,3.5858538736941523,12.858348003487357
12632.0,521,38,98.67,2.596578947368421,4.6292660537391415,21.430104196301563
12633.0,59,313,980.69,3.133194888178914,3.846411499910072,14.794881426640448
12634.0,536,20,155.55,7.777500000000001,28.777053518567993,828.1188092105265
12635.0,90,179,472.78,2.6412290502793296,3.223567646039019,10.39138836858954
12636.0,739,1,141.0,141.0,0.0,0.0
12637.0,67,639,1621.98,2.53830985915493,2.7114947394414464,7.352203722018637
12638.0,33,48,161.84,3.3716666666666666,8.009505345932721,64.15217588652484
12639.0,239,64,286.19,4.47171875,8.347311239885324,69.67760493551586
12640.0,24,53,303.0,5.716981132075472,4.768993840385743,22.74330224963716
12641.0,115,10,69.64999999999999,6.964999999999999,11.816397505162053,139.62724999999998
12642.0,25,47,168.76,3.5906382978723403,4.790081874699792,22.94488436632748
12643.0,128,56,373.96999999999997,6.678035714285714,22.198634390401164,492.7793687987013
12644.0,130,123,416.96,3.3899186991869916,3.2327632437370526,10.45075819005731
12645.0,34,163,422.76,2.5936196319018405,3.660717703038654,13.400854101340599
12646.0,5,45,107.42,2.387111111111111,2.3218797461443943,5.391125555555557
12647.0,22,574,2787.08,4.855540069686411,12.86585911859943,165.53033085964807
12648.0,155,66,243.89,3.6953030303030303,3.8865888621878932,15.105572983682983
12649.0,107,124,333.57,2.69008064516129,4.187235247491324,17.532939017833726
12650.0,3,20,38.69,1.9344999999999999,3.9432947418437583,15.549573421052632
12651.0,335,32,68.7,2.146875,1.7109202155188206,2.9272479838709673
12652.0,322,54,159.52,2.9540740740740743,3.249185394873392,10.557205730258561
12653.0,149,86,236.59,2.751046511627907,2.6046465398996497,6.784183597811217
12654.0,11,38,167.98,4.420526315789473,5.231431485853624,27.367875391180654
12655.0,424,16,87.85,5.490625,4.417435860692641,19.513739583333333
12656.0,17,253,990.7,3.915810276679842,4.016444352123343,16.1318252337035
12657.0,11,56,284.53,5.080892857142857,5.119264605136425,26.206870097402597
12658.0,19,36,148.12,4.114444444444445,3.8371473365691444,14.72369968253968
12659.0,30,5,26.54,5.308,7.277109316205165,52.95632000000001
12660.0,11,13,50.25,3.8653846153846154,4.543694560202111,20.645160256410254
12661.0,436,11,9.65,0.8772727272727273,0.45407248119856164,0.2061818181818181
12662.0,1,411,1374.04,3.34316301703163,4.224653915130671,17.847700702628906
12663.0,625,11,61.349999999999994,5.577272727272727,6.302831254141413,39.72568181818182
12664.0,8,46,529.92,11.52,14.680626235507347,215.52078666666662
12665.0,325,21,90.8,4.3238095238095235,5.87953269928017,34.56890476190476
12666.0,359,33,127.31,3.857878787878788,3.9184529453406074,15.35427348484848
12667.0,58,33,119.6,3.624242424242424,6.967269026626856,48.54283768939394
12668.0,7,546,1892.47,3.4660622710622713,6.771009876013277,45.84657474106934
12669.0,151,102,2524.18,24.74686274509804,158.00593293147358,24965.874841545326
12670.0,10,117,428.21,3.6599145299145297,4.2028761694915735,17.66416809608016
12671.0,606,45,122.691,2.7264666666666666,2.437158270684044,5.939740436363639
12672.0,330,25,111.75,4.47,3.233838019031462,10.457708333333331
12673.0,5,74,219.34,2.964054054054054,3.276565575361017,10.735881969640872
12674.0,12,91,290.68,3.1942857142857144,4.209486150445639,17.719773650793645
12675.0,554,115,450.77,3.9197391304347824,4.117707900325465,16.955518352402752
12676.0,25,108,595.51,5.513981481481482,11.443047919234493,130.94334568189686
12677.0,555,23,90.95,3.9543478260869565,4.9716677520882415,24.71748023715415
12678.0,42,381,1819.91,4.776666666666667,20.041326123962403,401.65475280701787
12679.0,52,56,215.13,3.8416071428571428,4.522107222718876,20.44945373376623
12680.0,1,53,207.17000000000002,3.9088679245283022,4.4922346077071875,20.18017177068215
12681.0,15,1494,4476.04,2.9960107095046853,3.5847183677626013,12.850205776174569
12682.0,4,1042,3762.13,3.610489443378119,4.057590206128296,16.46403828086827
12683.0,4,561,1617.44,2.883137254901961,3.766169823581515,14.18403514005602
12684.0,8,105,266.28,2.5359999999999996,4.217043395555706,17.783454999999996
12685.0,28,157,482.15,3.0710191082802547,3.565040580326699,12.709514339376126
12686.0,372,14,45.62,3.2585714285714285,6.258393572626294,39.1674901098901
12687.0,481,126,564.93,4.4835714285714285,24.834085011186897,616.7317783428576
12688.0,114,171,705.33,4.124736842105263,11.160854980731933,124.56468390092881
12689.0,26,72,205.34,2.8519444444444444,3.3501724315046486,11.22365532081377
12690.0,206,16,88.42999999999999,5.5268749999999995,4.690716674098604,22.002822916666666
12691.0,28,39,198.7,5.0948717948717945,5.824763321053379,33.92786774628879
12692.0,637,13,40.6,3.123076923076923,2.0879231491899017,4.359423076923076
12693.0,121,83,425.17,5.122530120481928,4.79739000264689,23.014950837496325
12694.0,70,84,243.23,2.895595238095238,4.227204593767305,17.869258677567405
12695.0,7,59,317.72,5.385084745762712,6.225442616276886,38.7561357685564
12696.0,435,50,212.15,4.243,10.210018339346698,104.2444744897959
12697.0,21,43,210.67,4.899302325581395,9.828298645420066,96.5954542635659
12698.0,590,16,81.6,5.1,5.065208123397629,25.656333333333333
12699.0,418,41,127.56,3.111219512195122,4.100359249579207,16.812945975609757
12700.0,8,270,738.13,2.733814814814815,3.253889391752185,10.587796173757404
12701.0,80,147,438.0,2.979591836734694,3.9552458451119543,15.643969695275377
12702.0,20,12,65.3,5.441666666666666,4.083605433110958,16.675833333333337
12703.0,64,84,261.87,3.1175,4.262923335159312,18.17251536144579
12704.0,7,90,645.7,7.174444444444445,11.6295058790673,135.24540699126092
12705.0,15,626,1636.73,2.6145846645367414,2.923746129064637,8.54829142722045
12706.0,682,1,91.89,91.89,0.0,0.0
12707.0,292,33,106.81,3.236666666666667,3.211154063053759,10.311510416666666
12708.0,30,336,1381.11,4.110446428571429,4.708938731732564,22.17410397921109
12709.0,3,588,2359.7,4.013095238095238,10.18241201403788,103.68151442362294
12710.0,97,79,227.77,2.8831645569620252,3.8449109036737408,14.783339857189222
12711.0,612,60,154.76,2.579333333333333,3.222493437511124,10.384463954802259
12712.0,23,294,1580.33,5.375272108843538,4.997309763713826,24.973104874509534
12713.0,1,38,95.13,2.503421052631579,3.3153657629660573,10.991650142247508
12714.0,9,696,1786.9,2.5673850574712644,2.9772416476490156,8.863967828495825
12715.0,106,21,71.44,3.401904761904762,8.406713162138708,70.67282619047619
12716.0,4,69,183.94,2.665797101449275,3.253920895400023,10.588001193520887
